product_id,product_name,category,description,material,grade,size,price,unit,MOQ,supplier,location,availability,rating
P0124,Industrial Polyester Yarn,Textiles,Quality-tested product with bulk supply capability. Industrial Polyester Yarn in 30s specification.,Polyester,Spun,30s,431.01,kg,50,Kaveri Industrial Solutions,Madurai,In Stock,4.5
P0125,PP Woven Sack,Packaging,Quality-tested product with bulk supply capability. PP Woven Sack in 50 kg specification.,Polypropylene,Laminated,50 kg,27.35,piece,50,Prime Traders,Coimbatore,In Stock,4.6
P0126,PP Woven Sack,Packaging,Industrial quality product suitable for bulk commercial procurement. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,239.37,kg,250,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.0
P0127,Industrial Air Compressor,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,204658.12,piece,1,Evergreen Manufacturing,Ahmedabad,In Stock,4.5
P0128,100% Cotton T-Shirt,Textiles,Reliable supplier-grade material for manufacturing and industrial use. 100% Cotton T-Shirt in L specification.,Cotton,Combed,L,406.7,box,250,Techno Supply Co,Pune,Limited Stock,4.8
P0129,Portland Cement,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Portland Cement in 50 kg specification.",Cement,OPC 53 Grade,50 kg,332.94,box,50,ABC Industries,Chennai,In Stock,3.8
P0130,Industrial Electrical Switch,Electrical,Reliable supplier-grade material for manufacturing and industrial use. Industrial Electrical Switch in 16A specification.,Polycarbonate,Heavy Duty,16A,1883.51,kg,10,Sri Lakshmi Enterprises,Erode,Limited Stock,4.1
P0131,PP Woven Sack,Packaging,Industrial quality product suitable for bulk commercial procurement. PP Woven Sack in 50 kg specification.,Polypropylene,Laminated,50 kg,181.79,kg,1000,National Engineering Works,Hyderabad,In Stock,3.7
P0132,Portland Cement,Construction Materials,Quality-tested product with bulk supply capability. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,803.17,meter,100,National Engineering Works,Hyderabad,Limited Stock,3.9
P0133,Automotive Brake Pad,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Brake Pad in Rear specification.",Semi Metallic,OEM Grade,Rear,1464.04,meter,250,South India Materials,Salem,In Stock,3.8
P0134,Portland Cement,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,549.54,piece,1000,Metro Industrial Supplies,Bengaluru,In Stock,3.9
P0135,HDPE Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. HDPE Granules in 500 kg specification.,HDPE,Injection Grade,500 kg,169.05,piece,100,Universal B2B Supplies,Kolkata,In Stock,3.6
P0136,MS Steel Plate,Steel,Quality-tested product with bulk supply capability. MS Steel Plate in 3 mm specification.,Mild steel,IS 2062,3 mm,420.83,box,250,Kaveri Industrial Solutions,Madurai,Limited Stock,4.6
P0137,Hydraulic Press Machine,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Hydraulic Press Machine in 20 Ton specification.,Steel,Hydraulic,20 Ton,36992.52,piece,2,South India Materials,Salem,Limited Stock,4.7
P0138,Corrugated Shipping Box,Packaging,Industrial quality product suitable for bulk commercial procurement. Corrugated Shipping Box in 18x12x10 inch specification.,Kraft Paper,5 Ply,18x12x10 inch,64.61,kg,500,Prime Traders,Coimbatore,Limited Stock,4.8
P0139,PP Woven Sack,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PP Woven Sack in 50 kg specification.,Polypropylene,Laminated,50 kg,23.71,kg,50,Sri Lakshmi Enterprises,Erode,In Stock,4.0
P0140,MCB Circuit Breaker,Electrical,Reliable supplier-grade material for manufacturing and industrial use. MCB Circuit Breaker in 6A specification.,Thermoplastic,B Curve,6A,729.2,piece,250,Sri Lakshmi Enterprises,Erode,In Stock,3.8
P0141,Industrial Bearing,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Bearing in 6206 specification.",Chrome Steel,6200 Series,6206,1386.38,kg,1000,Apex Components,Delhi,In Stock,3.7
P0142,LDPE Film Roll,Plastic,Industrial quality product suitable for bulk commercial procurement. LDPE Film Roll in 100 micron specification.,LDPE,Film Grade,100 micron,139.65,box,250,Apex Components,Delhi,In Stock,4.3
P0143,Titanium Dioxide,Chemicals,Industrial quality product suitable for bulk commercial procurement. Titanium Dioxide in 500 kg specification.,Titanium Dioxide,Rutile Grade,500 kg,75.6,box,10,ABC Industries,Chennai,Limited Stock,4.2
P0144,Automotive Brake Pad,Automotive,Quality-tested product with bulk supply capability. Automotive Brake Pad in Rear specification.,Semi Metallic,OEM Grade,Rear,7874.27,box,250,Evergreen Manufacturing,Ahmedabad,In Stock,4.9
P0145,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M10 specification.,Carbon Steel,Grade 8.8,M10,128.33,kg,100,Universal B2B Supplies,Kolkata,In Stock,4.6
P0146,Stainless Steel Nut,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Nut in M10 specification.",Stainless Steel,304,M10,1377.07,box,500,Global Trade Hub,Mumbai,In Stock,4.7
P0147,Corrugated Shipping Box,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. Corrugated Shipping Box in 18x12x10 inch specification.",Kraft Paper,5 Ply,18x12x10 inch,141.7,box,250,Prime Traders,Coimbatore,In Stock,4.0
P0148,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 300x600 mm specification.,Ceramic,Glossy,300x600 mm,1742.18,meter,25,National Engineering Works,Hyderabad,In Stock,4.3
P0149,PP Woven Sack,Packaging,Industrial quality product suitable for bulk commercial procurement. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,169.26,kg,250,Apex Components,Delhi,In Stock,4.0
P0150,Cotton Grey Fabric,Textiles,Industrial quality product suitable for bulk commercial procurement. Cotton Grey Fabric in 58 inch specification.,Cotton,Greige,58 inch,296.7,piece,25,Metro Industrial Supplies,Bengaluru,In Stock,4.8
P0151,HDPE Granules,Plastic,Quality-tested product with bulk supply capability. HDPE Granules in 1000 kg specification.,HDPE,Injection Grade,1000 kg,271.57,piece,250,Global Trade Hub,Mumbai,In Stock,3.7
P0152,Ceramic Wall Tile,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,88.21,box,500,Kaveri Industrial Solutions,Madurai,Limited Stock,4.4
P0153,Stainless Steel Nut,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Nut in M8 specification.",Stainless Steel,304,M8,1448.46,box,100,National Engineering Works,Hyderabad,Limited Stock,4.2
P0154,Titanium Dioxide,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Titanium Dioxide in 500 kg specification.",Titanium Dioxide,Rutile Grade,500 kg,417.6,piece,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.5
P0155,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,213.54,box,50,Techno Supply Co,Pune,In Stock,4.2
P0156,Engine Oil Filter,Automotive,Quality-tested product with bulk supply capability. Engine Oil Filter in Medium specification.,Steel,OEM Grade,Medium,11365.0,piece,1000,Prime Traders,Coimbatore,In Stock,4.9
P0157,Industrial Air Compressor,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,240027.86,piece,2,Techno Supply Co,Pune,In Stock,3.8
P0158,Corrugated Shipping Box,Packaging,Industrial quality product suitable for bulk commercial procurement. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,87.15,piece,100,Apex Components,Delhi,In Stock,4.9
P0159,Stainless Steel Nut,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Nut in M12 specification.",Stainless Steel,304,M12,923.79,piece,50,Kaveri Industrial Solutions,Madurai,In Stock,4.8
P0160,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 35 Ah specification.,Lead Acid,Maintenance Free,35 Ah,2966.04,kg,10,National Engineering Works,Hyderabad,Limited Stock,4.5
P0161,Construction Plywood,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Construction Plywood in 6 mm specification.,Hardwood,MR Grade,6 mm,1507.67,meter,250,Prime Traders,Coimbatore,In Stock,4.6
P0162,Titanium Dioxide,Chemicals,Industrial quality product suitable for bulk commercial procurement. Titanium Dioxide in 25 kg specification.,Titanium Dioxide,Rutile Grade,25 kg,208.77,meter,25,Evergreen Manufacturing,Ahmedabad,In Stock,3.6
P0163,Automotive Brake Pad,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Brake Pad in Rear specification.",Semi Metallic,OEM Grade,Rear,665.88,meter,50,Kaveri Industrial Solutions,Madurai,In Stock,4.0
P0164,PVC Resin,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PVC Resin in 25 kg specification.",PVC,K67,25 kg,221.13,kg,1000,Universal B2B Supplies,Kolkata,In Stock,3.6
P0165,Automotive Rubber Hose,Automotive,Quality-tested product with bulk supply capability. Automotive Rubber Hose in 1 inch specification.,EPDM Rubber,Heat Resistant,1 inch,9990.05,meter,500,Sri Lakshmi Enterprises,Erode,In Stock,4.7
P0166,LDPE Film Roll,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. LDPE Film Roll in 50 micron specification.",LDPE,Film Grade,50 micron,116.37,piece,10,National Engineering Works,Hyderabad,In Stock,4.3
P0167,Lead Acid Automotive Battery,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Lead Acid Automotive Battery in 55 Ah specification.",Lead Acid,Maintenance Free,55 Ah,9076.5,piece,50,ABC Industries,Chennai,In Stock,4.8
P0168,Stretch Film Roll,Packaging,Quality-tested product with bulk supply capability. Stretch Film Roll in 23 micron specification.,LLDPE,Industrial,23 micron,112.05,box,500,Global Trade Hub,Mumbai,In Stock,5.0
P0169,Industrial Bearing,Hardware,Industrial quality product suitable for bulk commercial procurement. Industrial Bearing in 6205 specification.,Chrome Steel,6200 Series,6205,401.55,piece,500,Techno Supply Co,Pune,Limited Stock,4.4
P0170,LED Panel Light,Electrical,Quality-tested product with bulk supply capability. LED Panel Light in 24W specification.,Aluminium,Commercial,24W,310.56,box,50,Prime Traders,Coimbatore,Limited Stock,3.7
P0171,Door Hinge,Hardware,Quality-tested product with bulk supply capability. Door Hinge in 4 inch specification.,Stainless Steel,Heavy Duty,4 inch,1090.77,box,1000,ABC Industries,Chennai,In Stock,4.5
P0172,Stainless Steel Pipe 304,Steel,Reliable supplier-grade material for manufacturing and industrial use. Stainless Steel Pipe 304 in 4 inch specification.,Stainless steel,304,4 inch,269.84,piece,10,Global Trade Hub,Mumbai,Limited Stock,3.6
P0173,PP Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. PP Granules in 1000 kg specification.,Polypropylene,Injection Grade,1000 kg,153.29,kg,250,Global Trade Hub,Mumbai,Limited Stock,4.9
P0174,PET Packaging Bottle,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. PET Packaging Bottle in 250 ml specification.",PET,Food Grade,250 ml,38.74,box,500,Evergreen Manufacturing,Ahmedabad,In Stock,3.9
P0175,HDPE Granules,Plastic,Industrial quality product suitable for bulk commercial procurement. HDPE Granules in 1000 kg specification.,HDPE,Injection Grade,1000 kg,184.78,meter,250,Sri Lakshmi Enterprises,Erode,In Stock,4.7
P0176,Stainless Steel Nut,Hardware,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Nut in M10 specification.,Stainless Steel,304,M10,1374.89,box,100,Universal B2B Supplies,Kolkata,In Stock,4.8
P0177,Stainless Steel Nut,Hardware,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Nut in M12 specification.,Stainless Steel,304,M12,1216.15,box,250,Prime Traders,Coimbatore,In Stock,4.8
P0178,MCB Circuit Breaker,Electrical,Reliable supplier-grade material for manufacturing and industrial use. MCB Circuit Breaker in 32A specification.,Thermoplastic,B Curve,32A,653.7,piece,1000,Techno Supply Co,Pune,In Stock,4.7
P0179,GI Steel Sheet,Steel,Industrial quality product suitable for bulk commercial procurement. GI Steel Sheet in 1.5 mm specification.,Galvanized steel,IS 277,1.5 mm,377.35,piece,250,Kaveri Industrial Solutions,Madurai,In Stock,4.0
P0180,Industrial Bearing,Hardware,Quality-tested product with bulk supply capability. Industrial Bearing in 6206 specification.,Chrome Steel,6200 Series,6206,112.48,box,50,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.5
P0181,PP Woven Sack,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,110.99,piece,50,Sri Lakshmi Enterprises,Erode,In Stock,3.7
P0182,PP Woven Sack,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PP Woven Sack in 50 kg specification.,Polypropylene,Laminated,50 kg,224.26,piece,250,Techno Supply Co,Pune,In Stock,3.7
P0183,Caustic Soda Flakes,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Caustic Soda Flakes in 25 kg specification.",Sodium Hydroxide,Industrial Grade,25 kg,473.72,piece,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0184,Stainless Steel Pipe 304,Steel,Reliable supplier-grade material for manufacturing and industrial use. Stainless Steel Pipe 304 in 1 inch specification.,Stainless steel,304,1 inch,365.28,box,500,Apex Components,Delhi,Limited Stock,4.4
P0185,MS Steel Plate,Steel,Quality-tested product with bulk supply capability. MS Steel Plate in 8 mm specification.,Mild steel,IS 2062,8 mm,433.96,meter,25,Apex Components,Delhi,In Stock,4.2
P0186,Carbon Steel Pipe,Steel,Reliable supplier-grade material for manufacturing and industrial use. Carbon Steel Pipe in 4 inch specification.,Carbon steel,IS 2062,4 inch,259.17,piece,50,South India Materials,Salem,In Stock,4.8
P0187,Stretch Film Roll,Packaging,Industrial quality product suitable for bulk commercial procurement. Stretch Film Roll in 30 micron specification.,LLDPE,Industrial,30 micron,191.36,kg,1000,Sri Lakshmi Enterprises,Erode,In Stock,3.9
P0188,PVC Resin,Plastic,Quality-tested product with bulk supply capability. PVC Resin in 500 kg specification.,PVC,K67,500 kg,102.4,kg,50,Metro Industrial Supplies,Bengaluru,Limited Stock,3.9
P0189,LED Panel Light,Electrical,Quality-tested product with bulk supply capability. LED Panel Light in 24W specification.,Aluminium,Commercial,24W,1936.23,meter,250,Metro Industrial Supplies,Bengaluru,Limited Stock,4.8
P0190,Hex Bolt,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Hex Bolt in M6 specification.",Carbon Steel,Grade 8.8,M6,759.16,piece,100,South India Materials,Salem,In Stock,3.6
P0191,Industrial Bearing,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Industrial Bearing in 6205 specification.,Chrome Steel,6200 Series,6205,14.25,piece,500,Techno Supply Co,Pune,In Stock,4.6
P0192,Hydraulic Press Machine,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Hydraulic Press Machine in 20 Ton specification.,Steel,Hydraulic,20 Ton,54415.67,piece,5,South India Materials,Salem,In Stock,4.3
